Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,4G,Latitud,Longitud
CORDOBA,Sobremonte,Chuña Huasi,17,--,--,--,--,--,--,--,--,-299138372593106.0,-641299817960277.0
CORDOBA,Sobremonte,Pozo Nuevo,130,--,--,--,--,--,--,--,SI,-295775456904692.0,-641070996245776.0
CORDOBA,Sobremonte,San Francisco del Chañar,2256,--,--,--,SI,SI,--,SI,SI,-297882609409722.0,-639430703616826.0
CORDOBA,Tercero Arriba,Almafuerte,11422,SI,SI,--,SI,--,SI,SI,SI,-321934604986786.0,-642543871859511.0
CORDOBA,Tercero Arriba,Colonia Almada,495,--,--,--,--,--,SI,SI,SI,-32033345652856.0,-638628846933814.0
CORDOBA,Tercero Arriba,Corralito,1727,--,--,--,SI,SI,SI,--,SI,-320252572445237.0,-641931588929625.0
CORDOBA,Tercero Arriba,Dalmacio Vélez,1497,--,--,--,SI,--,--,SI,SI,-326108732524704.0,-635798837158318.0
CORDOBA,Tercero Arriba,General Fotheringham,313,SI,--,--,--,--,SI,SI,SI,-323234295842043.0,-638704257430147.0
CORDOBA,Tercero Arriba,Hernando,10109,SI,SI,--,SI,--,--,SI,SI,-324276148348373.0,-637330119093142.0
CORDOBA,Tercero Arriba,James Craik,5110,SI,SI,--,SI,--,SI,SI,SI,-321613056379775.0,-634651919500633.0
CORDOBA,Tercero Arriba,Las Isletillas,152,--,--,--,--,--,SI,SI,SI,-325100979867632.0,-639290229356551.0
CORDOBA,Tercero Arriba,Las Perdices,5084,SI,--,--,--,SI,SI,SI,SI,-326981884459632.0,-637083103176214.0
CORDOBA,Tercero Arriba,Los Zorros,508,--,--,--,--,--,--,SI,SI,-32045928188462.0,-632017981667251.0
CORDOBA,Punilla,La Cumbre,7544,SI,--,--,--,--,SI,SI,SI,-309792461523826.0,-644909087135044.0
CORDOBA,Punilla,La Falda,16335,SI,SI,--,SI,--,SI,SI,SI,-310919649906581.0,-644864417754562.0
CORDOBA,Punilla,Las Jarillas,103,--,--,--,--,--,SI,--,--,-315182256602189.0,-645345928843013.0
CORDOBA,Punilla,Los Cocos,1242,SI,--,--,--,--,SI,SI,SI,-309269774865861.0,-645026123921004.0
CORDOBA,Punilla,Mallín,6,--,--,--,--,--,--,--,--,-312976747453985.0,-645749813483232.0
CORDOBA,Punilla,Mayu Sumaj,1259,--,SI,--,--,--,SI,SI,--,-314668646402709.0,-645427634762868.0
CORDOBA,Punilla,Quebrada de Luna,126,--,--,--,--,--,--,--,--,-307949898871398.0,-645210978856737.0
CORDOBA,Punilla,San Antonio de Arredondo,3653,--,SI,--,SI,--,SI,SI,SI,-314782264688487.0,-645289350434399.0
CORDOBA,Punilla,San Esteban,852,SI,--,--,--,--,SI,SI,--,-309199784063317.0,-645360036651851.0
CORDOBA,Punilla,San Roque,1126,--,--,--,SI,--,SI,--,SI,-313496904364626.0,-644599293921174.0
CORDOBA,Punilla,San Roque Del Lago,0,--,--,--,--,--,--,--,--,-313266874438793.0,-644544689502096.0
CORDOBA,Punilla,Santa María de Punilla,9526,SI,--,--,SI,--,SI,SI,SI,-312703319860361.0,-644653357678432.0
CORDOBA,Punilla,Tala Huasi,131,--,--,--,--,--,SI,--,SI,-31472446933222.0,-645651507693433.0
CORDOBA,Punilla,Tanti,6554,--,--,--,--,--,SI,--,SI,-313549072437345.0,-645909558305817.0
CORDOBA,Río Cuarto,Las Albahacas,287,SI,--,--,--,--,--,SI,SI,-328924933762193.0,-648435915248656.0
CORDOBA,Río Cuarto,Las Higueras,6038,SI,SI,--,SI,--,--,SI,SI,-330892422210207.0,-642868227686533.0
CORDOBA,Río Cuarto,Las Peñas,145,SI,--,--,--,--,SI,SI,SI,-325348511864127.0,-641052291964295.0
CORDOBA,Río Cuarto,Las Vertientes,766,SI,--,--,SI,--,--,SI,SI,-332839463852241.0,-645781462257606.0
CORDOBA,Río Cuarto,Malena,368,SI,--,--,--,--,--,SI,SI,-334893410861497.0,-644320008051115.0
CORDOBA,Río Cuarto,Monte de los Gauchos,675,--,--,--,--,--,--,SI,SI,-33636887956776.0,-638900068799972.0
CORDOBA,Río Cuarto,Paso del Durazno,32,--,--,--,--,--,--,--,SI,-33170068435327.0,-64049630767807.0
CORDOBA,Río Cuarto,Río Cuarto,157010,SI,SI,SI,SI,SI,SI,SI,SI,-331242631220064.0,-643487377033754.0
CORDOBA,Río Cuarto,Sampacho,7716,SI,--,--,SI,--,SI,SI,SI,-333845382952352.0,-647219849539761.0
CORDOBA,Río Cuarto,San Basilio,3160,SI,--,--,SI,SI,--,SI,SI,-334978542515606.0,-643151828240087.0
CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),3860,SI,--,--,--,--,--,SI,SI,-332059384521037.0,-644348164483493.0
CORDOBA,Tercero Arriba,Oliva,11672,SI,--,--,SI,--,SI,SI,SI,-320413174021447.0,-635693820664827.0
CORDOBA,Tercero Arriba,Pampayasta Norte,79,--,--,--,--,--,SI,SI,--,-322416827296709.0,-636421868735368.0
CORDOBA,Tercero Arriba,Pampayasta Sur,1208,--,--,--,SI,SI,--,--,SI,-322507581145055.0,-636510140335346.0
CORDOBA,Tercero Arriba,Punta del Agua,175,--,--,--,--,--,SI,--,SI,-325754281748334.0,-638101580899516.0
CORDOBA,Tercero Arriba,Río Tercero,46421,SI,SI,--,SI,SI,SI,SI,SI,-32173100971278.0,-641130560562283.0
CORDOBA,Tercero Arriba,Tancacha,5298,SI,--,--,--,SI,SI,SI,SI,-322402070251544.0,-639799466045503.0
CORDOBA,Tercero Arriba,Villa Ascasubi,2260,--,--,--,--,--,SI,SI,SI,-321643583032298.0,-63892558867184.0
CORDOBA,Totoral,Candelaria Sur,115,--,--,--,--,--,--,--,--,-308392305968427.0,-638008465946487.0
CORDOBA,Totoral,Cañada de Luque,1154,--,--,--,--,--,--,SI,SI,-307370875150032.0,-63723661877713.0
CORDOBA,Totoral,Capilla de Sitón,550,--,--,--,--,--,--,SI,SI,-305729640848008.0,-636517416910945.0
CORDOBA,Totoral,La Pampa,874,--,--,--,--,--,--,--,--,-30943220474797.0,-642765349210302.0
CORDOBA,Totoral,La Paz,0,--,--,--,--,--,--,--,--,-309548424648838.0,-642147074598285.0
CORDOBA,Totoral,Las Peñas,1590,SI,--,--,--,--,SI,SI,SI,-305617525961006.0,-640019842072006.0
CORDOBA,Totoral,Los Mistoles,175,--,--,--,--,--,--,--,--,-306259742943516.0,-63886727301445.0
CORDOBA,Totoral,Santa Catalina,74,--,--,--,--,--,--,--,--,-308652763366699.0,-642320175170898.0
CORDOBA,Santa María,La Paisanita,60,SI,--,--,--,--,SI,SI,SI,-317194206060414.0,-644779150030479.0
CORDOBA,Santa María,La Perla,895,--,--,--,--,--,--,--,SI,-314425579240341.0,-643484859265831.0
CORDOBA,Santa María,La Rancherita,129,--,--,--,--,--,SI,--,--,-317574675409558.0,-64448690277725.0
CORDOBA,Santa María,La Serranita,430,--,--,--,--,--,SI,SI,SI,-317331340814564.0,-644564154524522.0
CORDOBA,Santa María,Los Cedros - Las Quintas,1069,--,--,--,--,--,--,SI,SI,-315262509877113.0,-642847584167114.0
CORDOBA,Santa María,Lozada,1013,--,--,--,--,--,SI,SI,SI,-316484545317081.0,-640899796115028.0
CORDOBA,Santa María,Malagueño,7136,SI,--,--,SI,--,SI,SI,SI,-314648051043666.0,-643584261973277.0
CORDOBA,Santa María,Mi Valle,0,--,--,--,--,--,--,--,--,-315725913753684.0,-643341910295503.0
CORDOBA,Santa María,Milenica,0,--,--,--,--,--,--,--,SI,-314572735024583.0,-644057106148379.0
CORDOBA,Santa María,Monte Ralo,518,--,--,--,--,--,SI,--,SI,-319115749813288.0,-642399918461068.0
CORDOBA,Santa María,Potrero de Garay,1017,--,--,--,SI,--,SI,SI,SI,-317824159665775.0,-645424068778316.0
CORDOBA,Santa María,Rafael García,555,--,--,--,--,--,SI,SI,SI,-316465373949134.0,-642584787728338.0
CORDOBA,Santa María,San Clemente,134,--,--,--,--,--,--,SI,SI,-317166546515515.0,-646265869046185.0
CORDOBA,Santa María,San Nicolás,1171,SI,--,--,--,--,--,SI,SI,-31435151387072.0,-644492154097951.0
CORDOBA,Santa María,Socavones,263,--,--,--,--,--,--,--,--,-315493965148926.0,-641430740356445.0
CORDOBA,Santa María,Tejas Tres,0,--,--,--,--,--,--,--,--,-314661292884087.0,-643670949660514.0
CORDOBA,Santa María,Tierra Alta,0,--,--,--,--,--,--,--,--,-314723029527477.0,-644707945856239.0
ENTRE RIOS,Colón,La Clarita,436,--,--,--,--,--,SI,SI,SI,-319771375050248.0,-583917628888627.0
ENTRE RIOS,Colón,Pueblo Cazes,205,--,--,--,--,--,SI,--,--,-320030492517654.0,-584934832589352.0
ENTRE RIOS,Colón,Pueblo Liebig's,670,--,--,--,--,--,SI,SI,SI,-321570049045312.0,-581976616890773.0
ENTRE RIOS,Colón,San José,16336,SI,--,--,--,--,SI,SI,SI,-322021613289668.0,-582095931555666.0
ENTRE RIOS,Colón,Ubajay,3234,SI,--,--,SI,--,SI,SI,SI,-317925728023428.0,-583158517356.0
ENTRE RIOS,Colón,Villa Elisa,10266,SI,SI,--,SI,--,SI,SI,SI,-321606202225925.0,-584037483450693.0
ENTRE RIOS,Concordia,Benito Legeren,0,--,--,--,--,--,--,--,SI,-314288786267036.0,-580768061386463.0
ENTRE RIOS,Concordia,Calabacilla,879,--,--,--,--,--,SI,--,SI,-31507626297952.0,-581334346597166.0
ENTRE RIOS,Concordia,Clodomiro Ledesma,124,--,--,--,--,--,SI,--,SI,-315794028169306.0,-581813678170213.0
ENTRE RIOS,Concordia,Colonia Ayuí,1724,--,--,--,--,--,SI,SI,SI,-312050901632153.0,-580338899223591.0
ENTRE RIOS,Concordia,Colonia General Roca,640,--,--,--,--,--,--,--,--,-313244065210985.0,-581214096714805.0
ENTRE RIOS,Concordia,Colonia Yeruá,0,--,--,--,--,--,--,--,--,-314408896802806.0,-581194803676389.0
ENTRE RIOS,Concordia,Concordia,149450,SI,SI,--,SI,SI,SI,SI,SI,-313687044068789.0,-580450288431718.0
ENTRE RIOS,Concordia,El Redomón,0,--,--,--,--,--,--,--,--,-310958808459898.0,-58290063733468.0
ENTRE RIOS,Concordia,Estación Yeruá,316,--,--,--,--,--,SI,SI,SI,-31469433434517.0,-582636681024626.0
ENTRE RIOS,Concordia,Estación Yuquerí,190,--,--,--,--,--,SI,--,--,-313963812386954.0,-581611535438718.0
ENTRE RIOS,Concordia,Estancia Grande,578,--,--,--,--,--,SI,--,SI,-314400282680775.0,-581246631255854.0
ENTRE RIOS,Concordia,La Criolla,1543,--,--,--,--,SI,SI,SI,SI,-312693712880357.0,-581060425422369.0
ENTRE RIOS,Concordia,Las Tejas,0,--,--,--,--,--,--,--,SI,-314119399624827.0,-580740082494429.0
ENTRE RIOS,Concordia,Los Charrúas,3306,--,--,--,--,--,SI,SI,SI,-311707840748941.0,-581873842951633.0
ENTRE RIOS,Concordia,Nueva Escocia,453,--,--,--,--,--,SI,--,SI,-316473163855612.0,-580158126069679.0
ENTRE RIOS,Concordia,Osvaldo Magnasco,1241,--,--,--,--,--,SI,SI,SI,-313131.0,-58.06
ENTRE RIOS,Concordia,Pedernal,516,--,--,--,--,--,SI,--,SI,-316714729659455.0,-582307912741944.0
ENTRE RIOS,Concordia,Puerto Yeruá,1274,--,--,--,--,--,SI,SI,SI,-31530833509471.0,-580128947749058.0
ENTRE RIOS,Concordia,Villa Adela,0,--,--,--,--,--,--,--,SI,-314037426459166.0,-580394128271546.0
ENTRE RIOS,Concordia,VILLA ZORRAQUIN,0,--,--,--,--,--,--,--,SI,-313299511832527.0,-580174848453444.0
ENTRE RIOS,Diamante,Aldea Brasilera,895,--,--,--,--,--,SI,SI,SI,-318922864518526.0,-60591797746941.0
ENTRE RIOS,Diamante,Aldea Grapschental,25,--,--,--,--,--,--,--,--,-319563723140333.0,-604961051979678.0
ENTRE RIOS,Diamante,Aldea Protestante,519,SI,--,--,--,--,SI,SI,SI,-320308328904873.0,-605643359117847.0
ENTRE RIOS,Diamante,Aldea Salto,102,--,--,--,--,--,--,SI,--,-319260358583332.0,-605483852721123.0
ENTRE RIOS,Diamante,Aldea San Francisco,42,--,--,--,--,--,--,--,--,-319625681226479.0,-60635713481626.0
ENTRE RIOS,Diamante,Aldea Spatzenkutter,355,--,--,--,--,--,SI,SI,--,-319485292712546.0,-605803966416062.0
CORRIENTES,San Roque,9 de Julio (Est. Pueblo 9 de Julio),2209,--,--,--,--,--,--,SI,SI,-288418348631681.0,-588280463835778.0
CORRIENTES,San Roque,Chavarría,2506,--,--,--,--,SI,--,SI,--,-289549218176889.0,-585716489831846.0
CORRIENTES,San Roque,Colonia Pando,440,--,--,--,--,--,--,--,SI,-285252148833089.0,-584869345494056.0
CORRIENTES,San Roque,Pedro R. Fernández (Est. Manuel F. Mantilla),1585,--,--,--,--,SI,--,SI,SI,-287505433489253.0,-586545368651224.0
CORRIENTES,San Roque,San Roque,7323,--,--,--,--,SI,--,SI,SI,-285732308799035.0,-587100567505645.0
CORRIENTES,Santo Tomé,Garruchos,803,--,--,--,--,SI,--,--,SI,-281729435857266.0,-556513324031087.0
CORRIENTES,Santo Tomé,Gobernador Igr. Valentín Virasoro,30666,SI,--,--,SI,SI,--,SI,SI,-280455566790186.0,-560190197167242.0
CORRIENTES,Santo Tomé,José Rafael Gómez,861,--,--,--,--,--,SI,--,SI,-282260143622167.0,-557844092003668.0
CORRIENTES,Santo Tomé,Santo Tomé,23299,SI,--,--,--,SI,SI,SI,SI,-285511588178368.0,-560420862814163.0
CORRIENTES,Sauce,Sauce,7014,--,SI,--,--,SI,--,SI,SI,-300867528651818.0,-587879617250662.0
ENTRE RIOS,Colón,Arroyo Barú,489,--,--,--,SI,--,SI,SI,SI,-318673630759862.0,-58445702857466.0
ENTRE RIOS,Colón,Colón,23150,SI,SI,--,SI,SI,SI,SI,SI,-322232180852093.0,-581419674849484.0
ENTRE RIOS,Colón,Colonia Hugues,74,--,--,--,--,SI,SI,--,--,-322963657704418.0,-582329681221353.0
ENTRE RIOS,Colón,El Brillante,0,--,--,--,--,--,SI,--,--,-321797669801643.0,-582122328834059.0
ENTRE RIOS,Paraná,San Benito,9105,SI,SI,--,--,--,SI,SI,SI,-317815218098022.0,-604419739913356.0
ENTRE RIOS,Paraná,Sauce Montrull,746,--,--,--,--,--,SI,--,--,-317463194997657.0,-603552297078863.0
ENTRE RIOS,Paraná,Sauce Pinto,107,--,--,--,--,--,--,SI,--,-318442990730164.0,-603747483050584.0
ENTRE RIOS,Paraná,Seguí,3695,SI,SI,--,--,SI,SI,SI,SI,-319588750821276.0,-601269829104478.0
ENTRE RIOS,Paraná,Sosa,495,--,--,--,--,--,--,SI,--,-317385742726697.0,-599115081436489.0
ENTRE RIOS,Paraná,Tabossi,1322,--,SI,--,SI,--,SI,SI,SI,-318047077554997.0,-599379151601641.0
ENTRE RIOS,Paraná,Tezanos Pintos,189,--,--,--,--,--,--,SI,--,-318735456198918.0,-604970235321194.0
ENTRE RIOS,Paraná,Viale,9383,SI,SI,--,SI,--,SI,SI,SI,-318714330822777.0,-600099225269048.0
ENTRE RIOS,Paraná,Villa Fontana,160,--,--,--,--,--,--,SI,SI,-31908647496665.0,-60468352081106.0
ENTRE RIOS,Paraná,Villa Gobernador Luis F. Etchevehere,215,--,--,--,--,--,--,SI,--,-3193428563973.0,-604279737732991.0
ENTRE RIOS,Paraná,Villa Urquiza,661,SI,--,--,--,--,--,SI,SI,-316507506100701.0,-603775855159669.0
ENTRE RIOS,San Salvador,General Campos,2994,SI,--,--,--,SI,SI,SI,SI,-315246078338723.0,-584047735134447.0
ENTRE RIOS,San Salvador,San Salvador,12733,SI,--,--,SI,--,SI,SI,SI,-316255225523021.0,-585040738167896.0
ENTRE RIOS,Tala,Altamirano Sur,62,--,--,--,--,--,--,SI,--,-320888342815838.0,-591740705545307.0
ENTRE RIOS,Tala,Durazno,294,SI,--,--,--,--,SI,SI,--,-319865854200416.0,-592804623070462.0
CHUBUT,Rawson,Playa Unión,6775,SI,SI,SI,SI,--,SI,SI,SI,-433219408530217.0,-650475987350977.0
CHUBUT,Rawson,Rawson,24616,SI,SI,SI,SI,SI,SI,SI,SI,-433010516778945.0,-650955202340428.0
CHUBUT,Rawson,Trelew,97915,SI,SI,SI,SI,SI,SI,SI,SI,-432483538570309.0,-653103813319694.0
CHUBUT,Río Senguer,Aldea Apeleg,126,--,--,--,--,SI,SI,SI,--,-447052521139583.0,-708460010136593.0
CHUBUT,Río Senguer,Aldea Beleiro,176,--,--,--,--,SI,--,SI,--,-455614644681207.0,-715181726162484.0
CHUBUT,Río Senguer,Alto Río Senguer,1570,--,--,SI,--,SI,SI,SI,SI,-450476417520383.0,-708227552077123.0
CHUBUT,Río Senguer,Doctor Ricardo Rojas,219,--,--,--,--,SI,--,SI,--,-455870084306305.0,-710290968422414.0
CHUBUT,Río Senguer,Facundo,185,--,--,--,--,SI,SI,SI,--,-453192710383686.0,-699721127349678.0
CHUBUT,Río Senguer,Lago Blanco,194,--,--,--,--,SI,--,SI,--,-459468594190828.0,-712641106643113.0
CHUBUT,Río Senguer,Río Mayo,2791,--,--,--,SI,SI,SI,SI,SI,-456964538171738.0,-702559804482547.0
CHUBUT,Sarmiento,Buen Pasto,105,--,--,--,--,SI,--,SI,--,-450804225633305.0,-694497777721279.0
ENTRE RIOS,Tala,Estación Arroyo Clé,119,--,--,--,--,--,--,--,--,-326338905298532.0,-594016108911944.0
ENTRE RIOS,Tala,Gobernador Echagüe,201,--,--,--,--,--,--,SI,--,-323933701328502.0,-592758886814116.0
ENTRE RIOS,Tala,Gobernador Mansilla,2046,--,--,--,--,--,SI,SI,SI,-325464913620505.0,-593561472624329.0
ENTRE RIOS,Tala,Gobernador Solá,491,--,--,--,--,--,--,--,SI,-323372059083888.0,-593710906213647.0
ENTRE RIOS,Tala,Guardamonte,101,--,--,--,--,--,--,SI,--,-320826358698135.0,-593082772238093.0
ENTRE RIOS,Tala,Las Guachas,66,--,--,--,--,--,--,--,--,-324700075443165.0,-591726625031425.0
ENTRE RIOS,Tala,Maciá,5870,--,SI,--,--,--,--,SI,SI,-321724413881098.0,-593986787086128.0
ENTRE RIOS,Tala,Rosario del Tala,12801,SI,--,--,SI,--,--,SI,SI,-323026339163322.0,-591445792095518.0
ENTRE RIOS,Uruguay,1º de Mayo,696,--,--,--,SI,--,SI,SI,--,-322570116072534.0,-58422728628517.0
ENTRE RIOS,Uruguay,Basavilbaso,9485,SI,--,--,SI,--,SI,SI,SI,-323725729351065.0,-588785609437917.0
ENTRE RIOS,Uruguay,Caseros,1948,SI,--,--,SI,--,SI,SI,SI,-324642772562474.0,-584780718727049.0
ENTRE RIOS,Uruguay,Colonia Elía,741,--,--,--,--,--,SI,SI,SI,-326723717845853.0,-58325119237234.0
ENTRE RIOS,Uruguay,Concepción del Uruguay,72528,SI,SI,SI,SI,--,SI,SI,SI,-324853601673728.0,-582320517380782.0
ENTRE RIOS,Uruguay,Estancia San Pedro,0,--,--,--,--,--,SI,--,--,-322669.0,-586294.0
ENTRE RIOS,Uruguay,Herrera,1251,SI,--,--,--,--,SI,SI,SI,-32434613979879.0,-586330137118779.0
CHUBUT,Sarmiento,Sarmiento,10858,SI,SI,--,SI,SI,SI,SI,SI,-45590519720018.0,-690706825167205.0
CHUBUT,Tehuelches,Frontera de Río Pico,44,--,--,--,--,--,--,SI,--,-441988556500986.0,-716666681641388.0
CHUBUT,Tehuelches,Gobernador Costa,2251,--,--,SI,--,--,--,SI,SI,-440529826063177.0,-70597920256446.0
CHUBUT,Tehuelches,José de San Martín,1612,--,--,--,--,SI,--,SI,SI,-440545030861499.0,-704698423450266.0
CHUBUT,Tehuelches,Río Pico,1055,--,--,SI,--,SI,--,SI,--,-441829932413496.0,-713700565360866.0
CHUBUT,Telsen,Gan Gan,661,--,--,--,--,SI,SI,SI,SI,-425232330288476.0,-682828542288869.0
CHUBUT,Telsen,Telsen,544,--,SI,--,--,SI,SI,SI,SI,-424387511614213.0,-66941427996482.0
CORDOBA,Calamuchita,Amboy,183,--,--,--,--,--,SI,SI,--,-321759165218621.0,-645765483175138.0
CORDOBA,Calamuchita,Arroyo San Antonio,0,--,--,--,--,--,--,--,SI,-3226205146004.0,-645937253212731.0
CORDOBA,Calamuchita,Cañada del Sauce,61,SI,--,--,--,--,--,SI,SI,-323679991604313.0,-646425223427633.0
CORDOBA,Calamuchita,Capilla Vieja,68,--,--,--,--,--,SI,--,SI,-31942027416529.0,-646165406145348.0
CORDOBA,Calamuchita,El Corcovado - El Torreón,417,SI,--,--,--,--,SI,SI,--,-32149759071844.0,-645015914694579.0
CORDOBA,Calamuchita,El Durazno,100,--,--,--,--,--,--,--,--,-321695656120552.0,-647747710529989.0
CORDOBA,Calamuchita,Embalse,8793,--,--,--,SI,SI,SI,--,SI,-322065076875762.0,-644006226825819.0
CORDOBA,Calamuchita,La Cruz,1363,SI,--,--,--,--,SI,SI,SI,-323034055718452.0,-644831089740345.0
ENTRE RIOS,Uruguay,Las Moscas,383,--,--,--,SI,--,SI,SI,SI,-320926666859344.0,-589575923552082.0
ENTRE RIOS,Uruguay,Líbaros,230,--,--,--,--,--,SI,SI,--,-322629479332194.0,-589066108120783.0
ENTRE RIOS,Uruguay,Pronunciamiento,976,--,--,--,SI,SI,SI,SI,SI,-323456507831337.0,-584438591145895.0
ENTRE RIOS,Uruguay,Rocamora,281,--,--,--,--,--,SI,SI,--,-323459729612346.0,-589697454142681.0
ENTRE RIOS,Uruguay,Santa Anita,1187,--,--,--,SI,--,SI,SI,SI,-321762466320214.0,-587864822456477.0
ENTRE RIOS,Uruguay,Villa Mantero,1427,SI,--,--,SI,SI,SI,SI,SI,-323987091260597.0,-587440638984338.0
ENTRE RIOS,Uruguay,Villa San Justo,1337,--,--,--,SI,--,SI,SI,SI,-32446319897702.0,-584359138343848.0
ENTRE RIOS,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),639,--,--,--,--,--,SI,SI,SI,-321800624013874.0,-589301272035017.0
ENTRE RIOS,Victoria,Antelo,211,--,--,--,--,--,--,--,--,-325338102554011.0,-600356966118049.0
ENTRE RIOS,Victoria,Charigüé,0,--,--,--,--,--,--,--,--,-329331069681438.0,-605907241451802.0
ENTRE RIOS,Victoria,Laguna del Pescado,0,--,--,--,--,--,--,--,--,-326900337710703.0,-60011835871903.0
ENTRE RIOS,Victoria,Molino Doll,139,--,--,--,--,--,SI,--,SI,-323100409280054.0,-604202063551195.0
ENTRE RIOS,Victoria,Rincón de Nogoyá,0,--,--,--,--,--,SI,SI,SI,-327840822565326.0,-599066011827697.0
ENTRE RIOS,Victoria,Victoria,30623,SI,SI,--,SI,--,SI,SI,SI,-326205968368011.0,-601533126380173.0
ENTRE RIOS,Villaguay,Estación Raíces,138,SI,--,--,--,--,SI,SI,SI,-31908248192653.0,-592606926522048.0
ENTRE RIOS,Villaguay,Ingeniero Miguel Sajaroff,399,--,--,--,--,--,SI,SI,--,-319569336301554.0,-588491174614017.0
CATAMARCA,Ambato,Los Varela,443,--,--,--,--,SI,--,--,SI,-279279942328057.0,-658822302327591.0
CATAMARCA,Ambato,Singuil,295,--,--,--,--,--,--,--,SI,-278142168571341.0,-658670660017181.0
CATAMARCA,Ancasti,Ancasti,361,--,--,--,--,SI,--,--,SI,-28809829766706.0,-655021019996524.0
CATAMARCA,Ancasti,Anquincila,202,--,--,--,--,--,--,--,--,-287545936474404.0,-655495102803337.0
CATAMARCA,Ancasti,La Candelaria,77,--,--,--,--,--,--,--,--,-287207622901373.0,-654106917370235.0
CATAMARCA,Ancasti,La Majada,154,--,--,--,--,--,--,--,--,-290295107636719.0,-655499567687055.0
CATAMARCA,Andalgalá,Aconquija,0,--,--,--,--,SI,--,--,SI,-274743798884533.0,-660266884349829.0
CATAMARCA,Andalgalá,Alto De Las Juntas,0,--,--,--,--,--,--,--,--,-274511959792163.0,-660199688270559.0
CATAMARCA,Andalgalá,Amanao,29,--,--,--,--,--,--,--,--,-275275895579827.0,-665156761677031.0
CATAMARCA,Andalgalá,Andalgalá,12600,SI,--,--,SI,SI,SI,SI,SI,-275732225954972.0,-663235466394645.0
CATAMARCA,Andalgalá,Buena Vista,0,--,--,--,--,--,--,--,--,-273391922396844.0,-660241892155379.0
CATAMARCA,Andalgalá,Chaquiago,1096,--,--,--,SI,SI,SI,--,--,-275368955481985.0,-663350568927423.0
CATAMARCA,Andalgalá,Choya,403,--,--,--,--,--,--,--,--,-275210749343604.0,-664034742805443.0
CATAMARCA,Andalgalá,El Alamito,734,--,--,--,--,--,SI,--,--,-27333537875981.0,-66022985174122.0
CATAMARCA,Andalgalá,El Lindero,741,--,--,--,--,--,--,SI,--,-274743798884533.0,-660266884349829.0
CATAMARCA,Andalgalá,El Potrero,184,--,--,--,SI,--,--,--,--,-275162322380357.0,-663434280762552.0
CATAMARCA,Andalgalá,La Aguada,378,--,--,--,SI,--,SI,--,--,-27534089032104.0,-663117750484602.0
CATAMARCA,Andalgalá,La Mesada,0,--,--,--,SI,--,--,--,--,-274511959792163.0,-660199688270559.0
CATAMARCA,Antofagasta de la Sierra,Antofagasta de la Sierra,730,--,--,--,--,SI,--,SI,SI,-260632957365737.0,-674116706391736.0
CATAMARCA,Antofagasta de la Sierra,Antofalla,45,--,--,--,--,--,--,--,--,-255201549530029.0,-676220474243164.0
CATAMARCA,Antofagasta de la Sierra,El Peñón,263,--,--,--,--,--,--,--,--,-264377795455164.0,-672590953594946.0
CATAMARCA,Antofagasta de la Sierra,Los Nacimientos,43,--,--,--,--,--,--,--,--,-257592665755338.0,-673912671398198.0
CATAMARCA,Belén,Barranca Larga,330,--,--,--,--,--,--,--,--,-269366725902001.0,-667473736733687.0
CATAMARCA,Belén,Belén,12256,--,--,--,--,SI,SI,SI,SI,-276337582271366.0,-670181224346383.0
CATAMARCA,Belén,Cóndor Huasi,254,--,--,--,--,--,--,--,--,-274800253698881.0,-671034365555174.0
CATAMARCA,Belén,Corral Quemado,1204,--,--,--,--,--,--,--,--,-271458266170631.0,-669418772140389.0
CATAMARCA,Belén,El Durazno,378,--,--,--,--,SI,--,--,--,-272352160693093.0,-670644302349354.0
CATAMARCA,Belén,Farallón Negro,1463,--,--,--,--,--,--,SI,SI,-27297991160481.0,-666526535881206.0
CATAMARCA,Belén,Hualfín,987,--,--,--,--,SI,--,--,SI,-272251089488391.0,-668257494663378.0
CATAMARCA,Belén,Jacipunco,361,--,--,--,--,--,--,--,--,-272232502935304.0,-670189560597067.0
CATAMARCA,Belén,La Puntilla,236,--,--,--,--,--,--,--,--,-276687999477098.0,-669831854181017.0
CATAMARCA,Belén,Las Juntas,258,--,--,--,--,--,SI,--,--,-275255267279244.0,-671230327103174.0
CATAMARCA,Belén,Londres,2456,--,--,--,--,SI,SI,SI,SI,-277091441699136.0,-671521288574758.0
CATAMARCA,Belén,Los Nacimientos,215,--,--,--,--,--,--,--,SI,-271276313861506.0,-667125336324121.0
CATAMARCA,Belén,Puerta de Corral Quemado,575,--,--,--,--,--,--,--,--,-272142919344438.0,-669263178640934.0
CATAMARCA,Belén,Puerta de San José,277,--,--,--,--,SI,--,--,--,-275397412070942.0,-670153310519752.0
CATAMARCA,Belén,Villa Vil,481,--,--,--,--,--,--,--,--,-270710806751114.0,-668307696967369.0
CATAMARCA,Capayán,Adolfo E. Carranza,32,--,--,--,--,--,--,--,--,-290269775235925.0,-659719315369666.0
CATAMARCA,Capayán,Balde de la Punta,116,--,--,--,--,--,--,--,--,-295589484234071.0,-655807240749041.0
